segment_name,confidence_assessment,openface_dominant_emotion_approx,openface_emotion_scores,openface_au_means,openface_AU01_r,openface_AU02_r,openface_AU04_r,openface_AU05_r,openface_AU06_r,openface_AU07_r,openface_AU09_r,openface_AU10_r,openface_AU12_r,openface_AU14_r,openface_AU15_r,openface_AU17_r,openface_AU20_r,openface_AU23_r,openface_AU25_r,openface_AU26_r,openface_AU45_r,openface_happy,openface_surprised,openface_angry,openface_sad
Ks-_Mh1QhMc_seg033,0.0,angry,"{'AU01_r': 0.264, 'AU02_r': 0.218, 'AU04_r': 1.435, 'AU05_r': 0.167, 'AU06_r': 1.078, 'AU07_r': 2.016, 'AU09_r': 0.152, 'AU10_r': 1.576, 'AU12_r': 1.396, 'AU14_r': 1.465, 'AU15_r': 0.301, 'AU17_r': 0.937, 'AU20_r': 0.334, 'AU23_r': 0.415, 'AU25_r': 0.673, 'AU26_r': 0.73, 'AU45_r': 0.517}","{'happy': 1.396, 'surprised': 0.481, 'angry': 1.435, 'sad': 0.301}",0.264,0.218,1.435,0.167,1.078,2.016,0.152,1.576,1.396,1.465,0.301,0.937,0.334,0.415,0.673,0.73,0.517,1.396,0.481,1.435,0.301
Ks-_Mh1QhMc_seg035,3.0,angry,"{'AU01_r': 0.25, 'AU02_r': 0.161, 'AU04_r': 1.346, 'AU05_r': 0.093, 'AU06_r': 0.44, 'AU07_r': 1.199, 'AU09_r': 0.11, 'AU10_r': 1.24, 'AU12_r': 0.812, 'AU14_r': 0.756, 'AU15_r': 0.161, 'AU17_r': 0.679, 'AU20_r': 0.203, 'AU23_r': 0.229, 'AU25_r': 0.538, 'AU26_r': 0.468, 'AU45_r': 0.342}","{'happy': 0.812, 'surprised': 0.41, 'angry': 1.346, 'sad': 0.161}",0.25,0.161,1.346,0.093,0.44,1.199,0.11,1.24,0.812,0.756,0.161,0.679,0.203,0.229,0.538,0.468,0.342,0.812,0.41,1.346,0.161
ldq6wKtQzU8_seg001,3.0,surprised,"{'AU01_r': 0.393, 'AU02_r': 0.28, 'AU04_r': 0.046, 'AU05_r': 0.073, 'AU06_r': 0.034, 'AU07_r': 0.291, 'AU09_r': 0.102, 'AU10_r': 0.022, 'AU12_r': 0.279, 'AU14_r': 0.186, 'AU15_r': 0.075, 'AU17_r': 0.366, 'AU20_r': 0.049, 'AU23_r': 0.121, 'AU25_r': 0.368, 'AU26_r': 0.301, 'AU45_r': 0.075}","{'happy': 0.279, 'surprised': 0.673, 'angry': 0.046, 'sad': 0.075}",0.393,0.28,0.046,0.073,0.034,0.291,0.102,0.022,0.279,0.186,0.075,0.366,0.049,0.121,0.368,0.301,0.075,0.279,0.673,0.046,0.075
ldq6wKtQzU8_seg002,2.0,surprised,"{'AU01_r': 0.411, 'AU02_r': 0.237, 'AU04_r': 0.019, 'AU05_r': 0.118, 'AU06_r': 0.116, 'AU07_r': 0.428, 'AU09_r': 0.147, 'AU10_r': 0.166, 'AU12_r': 0.455, 'AU14_r': 0.217, 'AU15_r': 0.215, 'AU17_r': 0.472, 'AU20_r': 0.096, 'AU23_r': 0.181, 'AU25_r': 0.52, 'AU26_r': 0.486, 'AU45_r': 0.153}","{'happy': 0.455, 'surprised': 0.647, 'angry': 0.019, 'sad': 0.215}",0.411,0.237,0.019,0.118,0.116,0.428,0.147,0.166,0.455,0.217,0.215,0.472,0.096,0.181,0.52,0.486,0.153,0.455,0.647,0.019,0.215
ldq6wKtQzU8_seg003,3.0,surprised,"{'AU01_r': 0.326, 'AU02_r': 0.079, 'AU04_r': 0.01, 'AU05_r': 0.098, 'AU06_r': 0.024, 'AU07_r': 0.198, 'AU09_r': 0.211, 'AU10_r': 0.038, 'AU12_r': 0.263, 'AU14_r': 0.118, 'AU15_r': 0.201, 'AU17_r': 0.563, 'AU20_r': 0.089, 'AU23_r': 0.193, 'AU25_r': 0.797, 'AU26_r': 0.578, 'AU45_r': 0.248}","{'happy': 0.263, 'surprised': 0.405, 'angry': 0.01, 'sad': 0.201}",0.326,0.079,0.01,0.098,0.024,0.198,0.211,0.038,0.263,0.118,0.201,0.563,0.089,0.193,0.797,0.578,0.248,0.263,0.405,0.01,0.201
ldq6wKtQzU8_seg004,4.0,happy,"{'AU01_r': 0.295, 'AU02_r': 0.085, 'AU04_r': 0.037, 'AU05_r': 0.144, 'AU06_r': 0.113, 'AU07_r': 0.433, 'AU09_r': 0.186, 'AU10_r': 0.124, 'AU12_r': 0.513, 'AU14_r': 0.217, 'AU15_r': 0.159, 'AU17_r': 0.53, 'AU20_r': 0.109, 'AU23_r': 0.131, 'AU25_r': 0.525, 'AU26_r': 0.456, 'AU45_r': 0.361}","{'happy': 0.513, 'surprised': 0.381, 'angry': 0.037, 'sad': 0.159}",0.295,0.085,0.037,0.144,0.113,0.433,0.186,0.124,0.513,0.217,0.159,0.53,0.109,0.131,0.525,0.456,0.361,0.513,0.381,0.037,0.159
ldq6wKtQzU8_seg005,3.0,surprised,"{'AU01_r': 0.299, 'AU02_r': 0.079, 'AU04_r': 0.001, 'AU05_r': 0.1, 'AU06_r': 0.03, 'AU07_r': 0.217, 'AU09_r': 0.141, 'AU10_r': 0.035, 'AU12_r': 0.226, 'AU14_r': 0.059, 'AU15_r': 0.121, 'AU17_r': 0.29, 'AU20_r': 0.115, 'AU23_r': 0.146, 'AU25_r': 0.458, 'AU26_r': 0.397, 'AU45_r': 0.222}","{'happy': 0.226, 'surprised': 0.377, 'angry': 0.001, 'sad': 0.121}",0.299,0.079,0.001,0.1,0.03,0.217,0.141,0.035,0.226,0.059,0.121,0.29,0.115,0.146,0.458,0.397,0.222,0.226,0.377,0.001,0.121
ldq6wKtQzU8_seg006,3.0,surprised,"{'AU01_r': 0.327, 'AU02_r': 0.075, 'AU04_r': 0.004, 'AU05_r': 0.082, 'AU06_r': 0.037, 'AU07_r': 0.24, 'AU09_r': 0.141, 'AU10_r': 0.027, 'AU12_r': 0.247, 'AU14_r': 0.058, 'AU15_r': 0.129, 'AU17_r': 0.396, 'AU20_r': 0.088, 'AU23_r': 0.184, 'AU25_r': 0.524, 'AU26_r': 0.484, 'AU45_r': 0.186}","{'happy': 0.247, 'surprised': 0.402, 'angry': 0.004, 'sad': 0.129}",0.327,0.075,0.004,0.082,0.037,0.24,0.141,0.027,0.247,0.058,0.129,0.396,0.088,0.184,0.524,0.484,0.186,0.247,0.402,0.004,0.129
ldq6wKtQzU8_seg007,3.0,happy,"{'AU01_r': 0.498, 'AU02_r': 0.095, 'AU04_r': 0.007, 'AU05_r': 0.119, 'AU06_r': 0.098, 'AU07_r': 0.454, 'AU09_r': 0.204, 'AU10_r': 0.109, 'AU12_r': 0.616, 'AU14_r': 0.094, 'AU15_r': 0.184, 'AU17_r': 0.48, 'AU20_r': 0.12, 'AU23_r': 0.207, 'AU25_r': 0.675, 'AU26_r': 0.609, 'AU45_r': 0.191}","{'happy': 0.616, 'surprised': 0.593, 'angry': 0.007, 'sad': 0.184}",0.498,0.095,0.007,0.119,0.098,0.454,0.204,0.109,0.616,0.094,0.184,0.48,0.12,0.207,0.675,0.609,0.191,0.616,0.593,0.007,0.184
ldq6wKtQzU8_seg008,2.0,surprised,"{'AU01_r': 0.317, 'AU02_r': 0.058, 'AU04_r': 0.004, 'AU05_r': 0.068, 'AU06_r': 0.057, 'AU07_r': 0.273, 'AU09_r': 0.119, 'AU10_r': 0.042, 'AU12_r': 0.359, 'AU14_r': 0.134, 'AU15_r': 0.103, 'AU17_r': 0.433, 'AU20_r': 0.069, 'AU23_r': 0.088, 'AU25_r': 0.387, 'AU26_r': 0.277, 'AU45_r': 0.158}","{'happy': 0.359, 'surprised': 0.375, 'angry': 0.004, 'sad': 0.103}",0.317,0.058,0.004,0.068,0.057,0.273,0.119,0.042,0.359,0.134,0.103,0.433,0.069,0.088,0.387,0.277,0.158,0.359,0.375,0.004,0.103
ldq6wKtQzU8_seg009,2.0,surprised,"{'AU01_r': 0.261, 'AU02_r': 0.086, 'AU04_r': 0.001, 'AU05_r': 0.092, 'AU06_r': 0.004, 'AU07_r': 0.116, 'AU09_r': 0.15, 'AU10_r': 0.004, 'AU12_r': 0.159, 'AU14_r': 0.083, 'AU15_r': 0.151, 'AU17_r': 0.423, 'AU20_r': 0.082, 'AU23_r': 0.16, 'AU25_r': 0.515, 'AU26_r': 0.511, 'AU45_r': 0.34}","{'happy': 0.159, 'surprised': 0.348, 'angry': 0.001, 'sad': 0.151}",0.261,0.086,0.001,0.092,0.004,0.116,0.15,0.004,0.159,0.083,0.151,0.423,0.082,0.16,0.515,0.511,0.34,0.159,0.348,0.001,0.151
ldq6wKtQzU8_seg010,2.0,happy,"{'AU01_r': 0.216, 'AU02_r': 0.092, 'AU04_r': 0.007, 'AU05_r': 0.1, 'AU06_r': 0.082, 'AU07_r': 0.262, 'AU09_r': 0.146, 'AU10_r': 0.069, 'AU12_r': 0.391, 'AU14_r': 0.064, 'AU15_r': 0.128, 'AU17_r': 0.364, 'AU20_r': 0.071, 'AU23_r': 0.148, 'AU25_r': 0.353, 'AU26_r': 0.428, 'AU45_r': 0.219}","{'happy': 0.391, 'surprised': 0.308, 'angry': 0.007, 'sad': 0.128}",0.216,0.092,0.007,0.1,0.082,0.262,0.146,0.069,0.391,0.064,0.128,0.364,0.071,0.148,0.353,0.428,0.219,0.391,0.308,0.007,0.128
ldq6wKtQzU8_seg012,2.0,surprised,"{'AU01_r': 0.394, 'AU02_r': 0.087, 'AU04_r': 0.004, 'AU05_r': 0.125, 'AU06_r': 0.046, 'AU07_r': 0.39, 'AU09_r': 0.19, 'AU10_r': 0.04, 'AU12_r': 0.355, 'AU14_r': 0.109, 'AU15_r': 0.212, 'AU17_r': 0.467, 'AU20_r': 0.104, 'AU23_r': 0.165, 'AU25_r': 0.599, 'AU26_r': 0.571, 'AU45_r': 0.208}","{'happy': 0.355, 'surprised': 0.481, 'angry': 0.004, 'sad': 0.212}",0.394,0.087,0.004,0.125,0.046,0.39,0.19,0.04,0.355,0.109,0.212,0.467,0.104,0.165,0.599,0.571,0.208,0.355,0.481,0.004,0.212
nn5k4snG3rA_seg000,3.0,angry,"{'AU01_r': 0.403, 'AU02_r': 0.214, 'AU04_r': 0.889, 'AU05_r': 0.175, 'AU06_r': 0.282, 'AU07_r': 0.899, 'AU09_r': 0.078, 'AU10_r': 0.634, 'AU12_r': 0.253, 'AU14_r': 0.202, 'AU15_r': 0.168, 'AU17_r': 0.978, 'AU20_r': 0.178, 'AU23_r': 0.444, 'AU25_r': 0.569, 'AU26_r': 0.774, 'AU45_r': 0.182}","{'happy': 0.253, 'surprised': 0.617, 'angry': 0.889, 'sad': 0.168}",0.403,0.214,0.889,0.175,0.282,0.899,0.078,0.634,0.253,0.202,0.168,0.978,0.178,0.444,0.569,0.774,0.182,0.253,0.617,0.889,0.168
nn5k4snG3rA_seg001,4.0,angry,"{'AU01_r': 0.301, 'AU02_r': 0.157, 'AU04_r': 0.751, 'AU05_r': 0.109, 'AU06_r': 0.302, 'AU07_r': 1.086, 'AU09_r': 0.068, 'AU10_r': 0.356, 'AU12_r': 0.257, 'AU14_r': 0.279, 'AU15_r': 0.209, 'AU17_r': 0.63, 'AU20_r': 0.189, 'AU23_r': 0.257, 'AU25_r': 0.565, 'AU26_r': 0.646, 'AU45_r': 0.197}","{'happy': 0.257, 'surprised': 0.458, 'angry': 0.751, 'sad': 0.209}",0.301,0.157,0.751,0.109,0.302,1.086,0.068,0.356,0.257,0.279,0.209,0.63,0.189,0.257,0.565,0.646,0.197,0.257,0.458,0.751,0.209
nn5k4snG3rA_seg002,3.0,angry,"{'AU01_r': 0.16, 'AU02_r': 0.095, 'AU04_r': 0.434, 'AU05_r': 0.129, 'AU06_r': 0.095, 'AU07_r': 0.288, 'AU09_r': 0.05, 'AU10_r': 0.328, 'AU12_r': 0.073, 'AU14_r': 0.215, 'AU15_r': 0.21, 'AU17_r': 0.584, 'AU20_r': 0.102, 'AU23_r': 0.114, 'AU25_r': 0.391, 'AU26_r': 0.412, 'AU45_r': 0.099}","{'happy': 0.073, 'surprised': 0.255, 'angry': 0.434, 'sad': 0.21}",0.16,0.095,0.434,0.129,0.095,0.288,0.05,0.328,0.073,0.215,0.21,0.584,0.102,0.114,0.391,0.412,0.099,0.073,0.255,0.434,0.21
nn5k4snG3rA_seg003,4.0,angry,"{'AU01_r': 0.295, 'AU02_r': 0.158, 'AU04_r': 0.569, 'AU05_r': 0.126, 'AU06_r': 0.311, 'AU07_r': 0.752, 'AU09_r': 0.08, 'AU10_r': 0.652, 'AU12_r': 0.511, 'AU14_r': 0.459, 'AU15_r': 0.205, 'AU17_r': 1.007, 'AU20_r': 0.191, 'AU23_r': 0.301, 'AU25_r': 0.636, 'AU26_r': 0.633, 'AU45_r': 0.256}","{'happy': 0.511, 'surprised': 0.453, 'angry': 0.569, 'sad': 0.205}",0.295,0.158,0.569,0.126,0.311,0.752,0.08,0.652,0.511,0.459,0.205,1.007,0.191,0.301,0.636,0.633,0.256,0.511,0.453,0.569,0.205
nn5k4snG3rA_seg004,3.0,angry,"{'AU01_r': 0.475, 'AU02_r': 0.149, 'AU04_r': 0.755, 'AU05_r': 0.087, 'AU06_r': 0.216, 'AU07_r': 0.828, 'AU09_r': 0.101, 'AU10_r': 0.523, 'AU12_r': 0.282, 'AU14_r': 0.244, 'AU15_r': 0.199, 'AU17_r': 0.919, 'AU20_r': 0.108, 'AU23_r': 0.437, 'AU25_r': 0.59, 'AU26_r': 0.502, 'AU45_r': 0.154}","{'happy': 0.282, 'surprised': 0.624, 'angry': 0.755, 'sad': 0.199}",0.475,0.149,0.755,0.087,0.216,0.828,0.101,0.523,0.282,0.244,0.199,0.919,0.108,0.437,0.59,0.502,0.154,0.282,0.624,0.755,0.199
nn5k4snG3rA_seg005,4.0,angry,"{'AU01_r': 0.318, 'AU02_r': 0.165, 'AU04_r': 0.73, 'AU05_r': 0.076, 'AU06_r': 0.413, 'AU07_r': 0.714, 'AU09_r': 0.074, 'AU10_r': 0.911, 'AU12_r': 0.433, 'AU14_r': 0.376, 'AU15_r': 0.271, 'AU17_r': 1.175, 'AU20_r': 0.123, 'AU23_r': 0.359, 'AU25_r': 0.664, 'AU26_r': 0.686, 'AU45_r': 0.294}","{'happy': 0.433, 'surprised': 0.483, 'angry': 0.73, 'sad': 0.271}",0.318,0.165,0.73,0.076,0.413,0.714,0.074,0.911,0.433,0.376,0.271,1.175,0.123,0.359,0.664,0.686,0.294,0.433,0.483,0.73,0.271
nn5k4snG3rA_seg006,3.0,angry,"{'AU01_r': 0.284, 'AU02_r': 0.131, 'AU04_r': 0.459, 'AU05_r': 0.08, 'AU06_r': 0.171, 'AU07_r': 0.554, 'AU09_r': 0.083, 'AU10_r': 0.326, 'AU12_r': 0.147, 'AU14_r': 0.12, 'AU15_r': 0.183, 'AU17_r': 0.761, 'AU20_r': 0.169, 'AU23_r': 0.289, 'AU25_r': 0.384, 'AU26_r': 0.45, 'AU45_r': 0.159}","{'happy': 0.147, 'surprised': 0.415, 'angry': 0.459, 'sad': 0.183}",0.284,0.131,0.459,0.08,0.171,0.554,0.083,0.326,0.147,0.12,0.183,0.761,0.169,0.289,0.384,0.45,0.159,0.147,0.415,0.459,0.183
nn5k4snG3rA_seg007,3.0,surprised,"{'AU01_r': 0.345, 'AU02_r': 0.181, 'AU04_r': 0.415, 'AU05_r': 0.088, 'AU06_r': 0.197, 'AU07_r': 0.723, 'AU09_r': 0.07, 'AU10_r': 0.408, 'AU12_r': 0.268, 'AU14_r': 0.169, 'AU15_r': 0.145, 'AU17_r': 0.701, 'AU20_r': 0.107, 'AU23_r': 0.331, 'AU25_r': 0.583, 'AU26_r': 0.434, 'AU45_r': 0.165}","{'happy': 0.268, 'surprised': 0.526, 'angry': 0.415, 'sad': 0.145}",0.345,0.181,0.415,0.088,0.197,0.723,0.07,0.408,0.268,0.169,0.145,0.701,0.107,0.331,0.583,0.434,0.165,0.268,0.526,0.415,0.145
nn5k4snG3rA_seg008,4.0,angry,"{'AU01_r': 0.449, 'AU02_r': 0.182, 'AU04_r': 0.704, 'AU05_r': 0.074, 'AU06_r': 0.152, 'AU07_r': 0.84, 'AU09_r': 0.11, 'AU10_r': 0.371, 'AU12_r': 0.111, 'AU14_r': 0.13, 'AU15_r': 0.166, 'AU17_r': 0.746, 'AU20_r': 0.119, 'AU23_r': 0.366, 'AU25_r': 0.668, 'AU26_r': 0.566, 'AU45_r': 0.162}","{'happy': 0.111, 'surprised': 0.63, 'angry': 0.704, 'sad': 0.166}",0.449,0.182,0.704,0.074,0.152,0.84,0.11,0.371,0.111,0.13,0.166,0.746,0.119,0.366,0.668,0.566,0.162,0.111,0.63,0.704,0.166
nn5k4snG3rA_seg009,3.0,angry,"{'AU01_r': 0.495, 'AU02_r': 0.151, 'AU04_r': 0.908, 'AU05_r': 0.077, 'AU06_r': 0.211, 'AU07_r': 0.94, 'AU09_r': 0.087, 'AU10_r': 0.501, 'AU12_r': 0.208, 'AU14_r': 0.17, 'AU15_r': 0.166, 'AU17_r': 0.909, 'AU20_r': 0.134, 'AU23_r': 0.468, 'AU25_r': 0.563, 'AU26_r': 0.567, 'AU45_r': 0.214}","{'happy': 0.208, 'surprised': 0.645, 'angry': 0.908, 'sad': 0.166}",0.495,0.151,0.908,0.077,0.211,0.94,0.087,0.501,0.208,0.17,0.166,0.909,0.134,0.468,0.563,0.567,0.214,0.208,0.645,0.908,0.166
nn5k4snG3rA_seg010,3.0,surprised,"{'AU01_r': 0.409, 'AU02_r': 0.211, 'AU04_r': 0.555, 'AU05_r': 0.145, 'AU06_r': 0.363, 'AU07_r': 0.83, 'AU09_r': 0.117, 'AU10_r': 0.399, 'AU12_r': 0.313, 'AU14_r': 0.182, 'AU15_r': 0.289, 'AU17_r': 0.893, 'AU20_r': 0.192, 'AU23_r': 0.348, 'AU25_r': 0.571, 'AU26_r': 0.601, 'AU45_r': 0.173}","{'happy': 0.313, 'surprised': 0.62, 'angry': 0.555, 'sad': 0.289}",0.409,0.211,0.555,0.145,0.363,0.83,0.117,0.399,0.313,0.182,0.289,0.893,0.192,0.348,0.571,0.601,0.173,0.313,0.62,0.555,0.289
nn5k4snG3rA_seg011,4.0,angry,"{'AU01_r': 0.531, 'AU02_r': 0.175, 'AU04_r': 1.032, 'AU05_r': 0.107, 'AU06_r': 0.012, 'AU07_r': 0.254, 'AU09_r': 0.061, 'AU10_r': 0.797, 'AU12_r': 0.091, 'AU14_r': 0.095, 'AU15_r': 0.213, 'AU17_r': 0.772, 'AU20_r': 0.16, 'AU23_r': 0.218, 'AU25_r': 0.648, 'AU26_r': 0.567, 'AU45_r': 0.395}","{'happy': 0.091, 'surprised': 0.706, 'angry': 1.032, 'sad': 0.213}",0.531,0.175,1.032,0.107,0.012,0.254,0.061,0.797,0.091,0.095,0.213,0.772,0.16,0.218,0.648,0.567,0.395,0.091,0.706,1.032,0.213
nn5k4snG3rA_seg012,4.0,angry,"{'AU01_r': 0.276, 'AU02_r': 0.101, 'AU04_r': 0.655, 'AU05_r': 0.054, 'AU06_r': 0.058, 'AU07_r': 0.295, 'AU09_r': 0.04, 'AU10_r': 0.48, 'AU12_r': 0.104, 'AU14_r': 0.125, 'AU15_r': 0.159, 'AU17_r': 0.69, 'AU20_r': 0.117, 'AU23_r': 0.185, 'AU25_r': 0.399, 'AU26_r': 0.546, 'AU45_r': 0.142}","{'happy': 0.104, 'surprised': 0.378, 'angry': 0.655, 'sad': 0.159}",0.276,0.101,0.655,0.054,0.058,0.295,0.04,0.48,0.104,0.125,0.159,0.69,0.117,0.185,0.399,0.546,0.142,0.104,0.378,0.655,0.159
nn5k4snG3rA_seg013,4.0,surprised,"{'AU01_r': 0.459, 'AU02_r': 0.272, 'AU04_r': 0.618, 'AU05_r': 0.091, 'AU06_r': 0.172, 'AU07_r': 0.945, 'AU09_r': 0.116, 'AU10_r': 0.397, 'AU12_r': 0.204, 'AU14_r': 0.146, 'AU15_r': 0.184, 'AU17_r': 0.743, 'AU20_r': 0.136, 'AU23_r': 0.253, 'AU25_r': 0.68, 'AU26_r': 0.795, 'AU45_r': 0.176}","{'happy': 0.204, 'surprised': 0.731, 'angry': 0.618, 'sad': 0.184}",0.459,0.272,0.618,0.091,0.172,0.945,0.116,0.397,0.204,0.146,0.184,0.743,0.136,0.253,0.68,0.795,0.176,0.204,0.731,0.618,0.184
nn5k4snG3rA_seg014,3.0,angry,"{'AU01_r': 0.178, 'AU02_r': 0.088, 'AU04_r': 0.477, 'AU05_r': 0.056, 'AU06_r': 0.174, 'AU07_r': 0.236, 'AU09_r': 0.045, 'AU10_r': 0.444, 'AU12_r': 0.24, 'AU14_r': 0.194, 'AU15_r': 0.25, 'AU17_r': 0.883, 'AU20_r': 0.098, 'AU23_r': 0.141, 'AU25_r': 0.426, 'AU26_r': 0.506, 'AU45_r': 0.228}","{'happy': 0.24, 'surprised': 0.265, 'angry': 0.477, 'sad': 0.25}",0.178,0.088,0.477,0.056,0.174,0.236,0.045,0.444,0.24,0.194,0.25,0.883,0.098,0.141,0.426,0.506,0.228,0.24,0.265,0.477,0.25
nn5k4snG3rA_seg015,4.0,happy,"{'AU01_r': 0.148, 'AU02_r': 0.083, 'AU04_r': 0.237, 'AU05_r': 0.038, 'AU06_r': 0.351, 'AU07_r': 0.458, 'AU09_r': 0.048, 'AU10_r': 0.564, 'AU12_r': 0.358, 'AU14_r': 0.186, 'AU15_r': 0.145, 'AU17_r': 0.809, 'AU20_r': 0.097, 'AU23_r': 0.144, 'AU25_r': 0.421, 'AU26_r': 0.513, 'AU45_r': 0.149}","{'happy': 0.358, 'surprised': 0.231, 'angry': 0.237, 'sad': 0.145}",0.148,0.083,0.237,0.038,0.351,0.458,0.048,0.564,0.358,0.186,0.145,0.809,0.097,0.144,0.421,0.513,0.149,0.358,0.231,0.237,0.145
nn5k4snG3rA_seg016,4.0,angry,"{'AU01_r': 0.335, 'AU02_r': 0.172, 'AU04_r': 0.548, 'AU05_r': 0.062, 'AU06_r': 0.175, 'AU07_r': 0.925, 'AU09_r': 0.08, 'AU10_r': 0.256, 'AU12_r': 0.156, 'AU14_r': 0.099, 'AU15_r': 0.212, 'AU17_r': 0.648, 'AU20_r': 0.175, 'AU23_r': 0.197, 'AU25_r': 0.566, 'AU26_r': 0.468, 'AU45_r': 0.158}","{'happy': 0.156, 'surprised': 0.507, 'angry': 0.548, 'sad': 0.212}",0.335,0.172,0.548,0.062,0.175,0.925,0.08,0.256,0.156,0.099,0.212,0.648,0.175,0.197,0.566,0.468,0.158,0.156,0.507,0.548,0.212
nn5k4snG3rA_seg017,3.0,angry,"{'AU01_r': 0.31, 'AU02_r': 0.163, 'AU04_r': 0.575, 'AU05_r': 0.099, 'AU06_r': 0.222, 'AU07_r': 0.874, 'AU09_r': 0.088, 'AU10_r': 0.346, 'AU12_r': 0.234, 'AU14_r': 0.199, 'AU15_r': 0.207, 'AU17_r': 0.892, 'AU20_r': 0.145, 'AU23_r': 0.38, 'AU25_r': 0.597, 'AU26_r': 0.584, 'AU45_r': 0.249}","{'happy': 0.234, 'surprised': 0.473, 'angry': 0.575, 'sad': 0.207}",0.31,0.163,0.575,0.099,0.222,0.874,0.088,0.346,0.234,0.199,0.207,0.892,0.145,0.38,0.597,0.584,0.249,0.234,0.473,0.575,0.207
nn5k4snG3rA_seg018,3.0,angry,"{'AU01_r': 0.206, 'AU02_r': 0.087, 'AU04_r': 0.826, 'AU05_r': 0.087, 'AU06_r': 0.104, 'AU07_r': 0.213, 'AU09_r': 0.052, 'AU10_r': 0.432, 'AU12_r': 0.051, 'AU14_r': 0.083, 'AU15_r': 0.168, 'AU17_r': 0.847, 'AU20_r': 0.099, 'AU23_r': 0.294, 'AU25_r': 0.305, 'AU26_r': 0.45, 'AU45_r': 0.129}","{'happy': 0.051, 'surprised': 0.293, 'angry': 0.826, 'sad': 0.168}",0.206,0.087,0.826,0.087,0.104,0.213,0.052,0.432,0.051,0.083,0.168,0.847,0.099,0.294,0.305,0.45,0.129,0.051,0.293,0.826,0.168
nn5k4snG3rA_seg019,3.0,angry,"{'AU01_r': 0.247, 'AU02_r': 0.157, 'AU04_r': 1.084, 'AU05_r': 0.085, 'AU06_r': 0.05, 'AU07_r': 0.382, 'AU09_r': 0.054, 'AU10_r': 0.766, 'AU12_r': 0.043, 'AU14_r': 0.077, 'AU15_r': 0.162, 'AU17_r': 0.775, 'AU20_r': 0.084, 'AU23_r': 0.115, 'AU25_r': 0.447, 'AU26_r': 0.415, 'AU45_r': 0.404}","{'happy': 0.043, 'surprised': 0.404, 'angry': 1.084, 'sad': 0.162}",0.247,0.157,1.084,0.085,0.05,0.382,0.054,0.766,0.043,0.077,0.162,0.775,0.084,0.115,0.447,0.415,0.404,0.043,0.404,1.084,0.162
nn5k4snG3rA_seg020,3.0,angry,"{'AU01_r': 0.365, 'AU02_r': 0.106, 'AU04_r': 0.482, 'AU05_r': 0.074, 'AU06_r': 0.151, 'AU07_r': 0.647, 'AU09_r': 0.083, 'AU10_r': 0.329, 'AU12_r': 0.28, 'AU14_r': 0.118, 'AU15_r': 0.176, 'AU17_r': 0.806, 'AU20_r': 0.122, 'AU23_r': 0.418, 'AU25_r': 0.683, 'AU26_r': 0.579, 'AU45_r': 0.198}","{'happy': 0.28, 'surprised': 0.471, 'angry': 0.482, 'sad': 0.176}",0.365,0.106,0.482,0.074,0.151,0.647,0.083,0.329,0.28,0.118,0.176,0.806,0.122,0.418,0.683,0.579,0.198,0.28,0.471,0.482,0.176
nn5k4snG3rA_seg021,3.0,angry,"{'AU01_r': 0.254, 'AU02_r': 0.094, 'AU04_r': 0.585, 'AU05_r': 0.117, 'AU06_r': 0.204, 'AU07_r': 0.811, 'AU09_r': 0.087, 'AU10_r': 0.464, 'AU12_r': 0.184, 'AU14_r': 0.189, 'AU15_r': 0.167, 'AU17_r': 0.781, 'AU20_r': 0.125, 'AU23_r': 0.247, 'AU25_r': 0.536, 'AU26_r': 0.541, 'AU45_r': 0.117}","{'happy': 0.184, 'surprised': 0.348, 'angry': 0.585, 'sad': 0.167}",0.254,0.094,0.585,0.117,0.204,0.811,0.087,0.464,0.184,0.189,0.167,0.781,0.125,0.247,0.536,0.541,0.117,0.184,0.348,0.585,0.167
nn5k4snG3rA_seg022,3.0,angry,"{'AU01_r': 0.195, 'AU02_r': 0.115, 'AU04_r': 0.596, 'AU05_r': 0.06, 'AU06_r': 0.276, 'AU07_r': 1.065, 'AU09_r': 0.091, 'AU10_r': 0.497, 'AU12_r': 0.172, 'AU14_r': 0.211, 'AU15_r': 0.171, 'AU17_r': 0.727, 'AU20_r': 0.14, 'AU23_r': 0.267, 'AU25_r': 0.664, 'AU26_r': 0.644, 'AU45_r': 0.148}","{'happy': 0.172, 'surprised': 0.31, 'angry': 0.596, 'sad': 0.171}",0.195,0.115,0.596,0.06,0.276,1.065,0.091,0.497,0.172,0.211,0.171,0.727,0.14,0.267,0.664,0.644,0.148,0.172,0.31,0.596,0.171
nn5k4snG3rA_seg023,4.0,angry,"{'AU01_r': 0.248, 'AU02_r': 0.123, 'AU04_r': 0.572, 'AU05_r': 0.081, 'AU06_r': 0.145, 'AU07_r': 0.93, 'AU09_r': 0.091, 'AU10_r': 0.35, 'AU12_r': 0.074, 'AU14_r': 0.088, 'AU15_r': 0.16, 'AU17_r': 0.6, 'AU20_r': 0.138, 'AU23_r': 0.173, 'AU25_r': 0.661, 'AU26_r': 0.643, 'AU45_r': 0.172}","{'happy': 0.074, 'surprised': 0.37, 'angry': 0.572, 'sad': 0.16}",0.248,0.123,0.572,0.081,0.145,0.93,0.091,0.35,0.074,0.088,0.16,0.6,0.138,0.173,0.661,0.643,0.172,0.074,0.37,0.572,0.16
